"","X","B3","X18","X42","X22","X9","B1","X10","B8","X20","B7","C","X39","B11","X4","B10","X29","X2","B9","X19","B5","X33","X16","X40","D","X1","X17","B6","X3","X27","X12","X15","B4","X7","B2","X26","X13","X34","X32","X36","X35","X6","X5","X37","X23","B","X11","X28","X24"
"94","D_0__Bacteria;D_1__Firmicutes;D_2__Negativicutes;D_3__Selenomonadales;D_4__Veillonellaceae",0,0.000868055555555556,0.00325520833333333,0,0.00108506944444444,0,0.0279947916666667,0.001953125,0.0078125,0.000868055555555556,0,0,0.000217013888888889,0,0.000217013888888889,0,0,0.000651041666666667,0,0.00108506944444444,0,0.00260416666666667,0.000217013888888889,0,0,0.0108506944444444,0.00238715277777778,0,0.00282118055555556,0.00672743055555556,0,0.000434027777777778,0.00347222222222222,0,0.0128038194444444,0.000217013888888889,0.00412326388888889,0.00499131944444444,0.00260416666666667,0,0.000651041666666667,0,0.000434027777777778,0.0151909722222222,0.00629340277777778,0,0.000217013888888889,0.00173611111111111
"95","D_0__Bacteria;D_1__Fusobacteria;D_2__Fusobacteriia;D_3__Fusobacteriales;D_4__Fusobacteriaceae",0.00130208333333333,0.00238715277777778,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000434027777777778,0,0,0,0,0,0
"96","D_0__Bacteria;D_1__Fusobacteria;D_2__Fusobacteriia;D_3__Fusobacteriales;D_4__Leptotrichiaceae",0,0.00238715277777778,0,0,0,0,0.0104166666666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00347222222222222,0,0,0,0,0,0,0,0,0,0,0
"97","D_0__Bacteria;D_1__Gemmatimonadetes;D_2__Gemmatimonadetes;D_3__Gemmatimonadales;D_4__Gemmatimonadaceae",0,0,0,0,0.000217013888888889,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00303819444444444,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000217013888888889
"98","D_0__Bacteria;D_1__Planctomycetes;D_2__Planctomycetacia;D_3__Isosphaerales;D_4__Isosphaeraceae",0,0,0,0,0,0,0,0,0.000651041666666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000651041666666667,0,0,0
"99","D_0__Bacteria;D_1__Proteobacteria;D_2__Alphaproteobacteria;D_3__Acetobacterales;D_4__Acetobacteraceae",0,0,0,0.000434027777777778,0.000434027777777778,0.00151909722222222,0,0,0.00303819444444444,0,0,0,0.000434027777777778,0,0,0,0,0,0,0,0.000651041666666667,0,0.000868055555555556,0,0,0,0,0,0,0,0,0,0,0.00173611111111111,0.00303819444444444,0.000651041666666667,0.00217013888888889,0,0,0,0,0,0.000217013888888889,0.00238715277777778,0.00238715277777778,0,0,0.00108506944444444
"100","D_0__Bacteria;D_1__Proteobacteria;D_2__Alphaproteobacteria;D_3__Azospirillales;D_4__Azospirillaceae",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00217013888888889,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"101","D_0__Bacteria;D_1__Proteobacteria;D_2__Alphaproteobacteria;D_3__Caulobacterales;D_4__Caulobacteraceae",0,0,0,0,0.00368923611111111,0.00303819444444444,0.000217013888888889,0.000217013888888889,0,0,0,0.00303819444444444,0.000434027777777778,0,0,0,0,0,0.00477430555555556,0.00173611111111111,0.00412326388888889,0.00108506944444444,0,0,0.000434027777777778,0,0.00303819444444444,0,0,0.00238715277777778,0,0,0,0.00455729166666667,0,0,0,0.000651041666666667,0,0,0,0,0,0,0,0,0,0.00325520833333333
"102","D_0__Bacteria;D_1__Proteobacteria;D_2__Alphaproteobacteria;D_3__Elsterales;D_4__uncultured",0,0,0,0,0.000434027777777778,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"103","D_0__Bacteria;D_1__Proteobacteria;D_2__Alphaproteobacteria;D_3__Micavibrionales;D_4__Micavibrionaceae",0,0,0,0,0.00108506944444444,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00217013888888889
"104","D_0__Bacteria;D_1__Proteobacteria;D_2__Alphaproteobacteria;D_3__Rhizobiales;D_4__Beijerinckiaceae",0,0.000434027777777778,0,0,0.00173611111111111,0.000651041666666667,0.00303819444444444,0.00477430555555556,0.005859375,0,0,0.00130208333333333,0.000651041666666667,0.000217013888888889,0,0,0.000651041666666667,0,0,0.00564236111111111,0.00607638888888889,0,0.000217013888888889,0,0,0,0,0.000217013888888889,0,0.0138888888888889,0,0,0,0.0106336805555556,0.00520833333333333,0,0.000217013888888889,0,0.000434027777777778,0,0,0.000651041666666667,0.000434027777777778,0.00434027777777778,0.005859375,0,0,0.00217013888888889
"105","D_0__Bacteria;D_1__Proteobacteria;D_2__Alphaproteobacteria;D_3__Rhizobiales;D_4__Devosiaceae",0,0,0,0,0.000434027777777778,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000217013888888889
"106","D_0__Bacteria;D_1__Proteobacteria;D_2__Alphaproteobacteria;D_3__Rhizobiales;D_4__Hyphomicrobiaceae",0,0,0,0,0,0,0,0.00108506944444444,0,0,0.00151909722222222,0,0,0,0,0,0,0,0,0,0,0.000868055555555556,0,0,0,0,0,0,0,0,0,0,0.000217013888888889,0.00108506944444444,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"107","D_0__Bacteria;D_1__Proteobacteria;D_2__Alphaproteobacteria;D_3__Rhizobiales;D_4__KF-JG30-B3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000651041666666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"108","D_0__Bacteria;D_1__Proteobacteria;D_2__Alphaproteobacteria;D_3__Rhizobiales;D_4__Methyloligellaceae",0,0,0,0,0,0.000217013888888889,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001953125,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"109","D_0__Bacteria;D_1__Proteobacteria;D_2__Alphaproteobacteria;D_3__Rhizobiales;D_4__Rhizobiaceae",0,0.00217013888888889,0.000868055555555556,0,0.000868055555555556,0.00238715277777778,0.0243055555555556,0.000651041666666667,0.0193142361111111,0.00173611111111111,0,0.00629340277777778,0.000217013888888889,0,0.00173611111111111,0.000434027777777778,0.000434027777777778,0,0.013671875,0.00716145833333333,0.00824652777777778,0.00412326388888889,0.000434027777777778,0.000868055555555556,0,0.00260416666666667,0.001953125,0.000217013888888889,0.00130208333333333,0.0101996527777778,0.000868055555555556,0.000651041666666667,0.00347222222222222,0.00368923611111111,0.00737847222222222,0,0.0078125,0.00151909722222222,0,0,0,0.00151909722222222,0.000217013888888889,0.00759548611111111,0.0180121527777778,0.000651041666666667,0.005859375,0.000217013888888889
"110","D_0__Bacteria;D_1__Proteobacteria;D_2__Alphaproteobacteria;D_3__Rhizobiales;D_4__RhizobialesIncertaeSedis",0,0,0,0,0,0.00173611111111111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"111","D_0__Bacteria;D_1__Proteobacteria;D_2__Alphaproteobacteria;D_3__Rhizobiales;D_4__Xanthobacteraceae",0,0,0,0,0.000217013888888889,0.000651041666666667,0,0.00173611111111111,0.00629340277777778,0,0,0,0,0,0,0,0,0,0.00455729166666667,0.000434027777777778,0,0,0,0,0.000651041666666667,0,0,0,0,0.00151909722222222,0,0,0,0.00412326388888889,0,0,0,0,0,0,0,0,0,0,0.00477430555555556,0,0,0
"112","D_0__Bacteria;D_1__Proteobacteria;D_2__Alphaproteobacteria;D_3__Rhodobacterales;D_4__Rhodobacteraceae",0,0,0,0,0.00368923611111111,0,0,0.000868055555555556,0.00217013888888889,0,0.00282118055555556,0,0.000217013888888889,0,0,0,0,0.000868055555555556,0,0.000217013888888889,0.000434027777777778,0,0.000217013888888889,0,0,0,0.00477430555555556,0,0,0,0,0.000217013888888889,0.00173611111111111,0.00151909722222222,0.00455729166666667,0.009765625,0.00303819444444444,0,0,0,0,0,0,0.00434027777777778,0.00108506944444444,0,0.00130208333333333,0.00347222222222222
"113","D_0__Bacteria;D_1__Proteobacteria;D_2__Alphaproteobacteria;D_3__Rickettsiales;D_4__Anaplasmataceae",0,0,0,0,0,0.000217013888888889,0,0.000217013888888889,0,0,0,0,0,0.000217013888888889,0.000217013888888889,0,0.000434027777777778,0.000217013888888889,0.000217013888888889,0,0.000217013888888889,0.000217013888888889,0.000217013888888889,0,0,0.000434027777777778,0,0,0.000217013888888889,0,0,0,0,0,0,0.000217013888888889,0,0.000217013888888889,0.000434027777777778,0,0.000434027777777778,0,0.000434027777777778,0,0,0.000217013888888889,0.000434027777777778,0
"114","D_0__Bacteria;D_1__Proteobacteria;D_2__Alphaproteobacteria;D_3__Sphingomonadales;D_4__Sphingomonadaceae",0.00434027777777778,0,0.000217013888888889,0.00130208333333333,0.00694444444444444,0.000434027777777778,0.0154079861111111,0.00130208333333333,0.0212673611111111,0,0,0.0266927083333333,0.00217013888888889,0,0,0.000434027777777778,0,0.00130208333333333,0.0301649305555556,0.0123697916666667,0.0180121527777778,0.00434027777777778,0.000651041666666667,0,0.000434027777777778,0.00238715277777778,0,0,0.00434027777777778,0.0264756944444444,0,0,0,0.0147569444444444,0.00759548611111111,0.00303819444444444,0.000217013888888889,0,0,0,0.000651041666666667,0.00130208333333333,0,0.0112847222222222,0.0210503472222222,0.000651041666666667,0,0.00629340277777778
"115","D_0__Bacteria;D_1__Proteobacteria;D_2__Alphaproteobacteria;NA;NA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001953125,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"116","D_0__Bacteria;D_1__Proteobacteria;D_2__Deltaproteobacteria;D_3__Bdellovibrionales;D_4__Bdellovibrionaceae",0,0.001953125,0,0,0.00260416666666667,0.000217013888888889,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00108506944444444,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00303819444444444
"117","D_0__Bacteria;D_1__Proteobacteria;D_2__Deltaproteobacteria;D_3__Myxococcales;D_4__BIrii41",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000651041666666667,0,0,0,0,0,0,0
"118","D_0__Bacteria;D_1__Proteobacteria;D_2__Deltaproteobacteria;D_3__Myxococcales;D_4__Haliangiaceae",0,0,0,0,0,0,0,0,0.000434027777777778,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000434027777777778,0,0,0
"119","D_0__Bacteria;D_1__Proteobacteria;D_2__Deltaproteobacteria;D_3__Myxococcales;D_4__Polyangiaceae",0,0,0,0,0.000868055555555556,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000651041666666667
"120","D_0__Bacteria;D_1__Proteobacteria;D_2__Deltaproteobacteria;D_3__Myxococcales;NA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00651041666666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"121","D_0__Bacteria;D_1__Proteobacteria;D_2__Deltaproteobacteria;D_3__Oligoflexales;D_4__Oligoflexaceae",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000434027777777778,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"122","D_0__Bacteria;D_1__Proteobacteria;D_2__Gammaproteobacteria;D_3__Aeromonadales;D_4__Aeromonadaceae",0.0863715277777778,0,0,0,0.000868055555555556,0,0,0,0.00390625,0,0,0.00455729166666667,0,0,0,0,0,0,0,0,0.000868055555555556,0.00455729166666667,0.00238715277777778,0,0,0,0.00651041666666667,0,0,0,0,0.000217013888888889,0.00455729166666667,0,0.00325520833333333,0,0.021484375,0,0,0,0.000217013888888889,0,0,0.00260416666666667,0.00542534722222222,0,0.00499131944444444,0.000217013888888889
"123","D_0__Bacteria;D_1__Proteobacteria;D_2__Gammaproteobacteria;D_3__Alteromonadales;D_4__Alteromonadaceae",0,0,0,0,0,0,0,0,0.00217013888888889,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000217013888888889,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00303819444444444,0,0,0
"124","D_0__Bacteria;D_1__Proteobacteria;D_2__Gammaproteobacteria;D_3__Alteromonadales;D_4__Psychromonadaceae",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00130208333333333,0,0,0,0,0,0.00217013888888889,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"125","D_0__Bacteria;D_1__Proteobacteria;D_2__Gammaproteobacteria;D_3__Alteromonadales;D_4__Shewanellaceae",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000868055555555556,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00173611111111111,0,0,0,0,0,0,0
"126","D_0__Bacteria;D_1__Proteobacteria;D_2__Gammaproteobacteria;D_3__Betaproteobacteriales;D_4__Burkholderiaceae",0.00260416666666667,0.00542534722222222,0.00824652777777778,0.017578125,0.0496961805555556,0.0325520833333333,0.0342881944444444,0.0266927083333333,0.238715277777778,0.000651041666666667,0.01171875,0.142795138888889,0.00846354166666667,0,0.00108506944444444,0.000434027777777778,0.001953125,0.005859375,0.200954861111111,0.0421006944444444,0.0138888888888889,0.0297309027777778,0.00303819444444444,0.000217013888888889,0.00151909722222222,0.00499131944444444,0.0681423611111111,0.000434027777777778,0.0197482638888889,0.180121527777778,0.000434027777777778,0.0177951388888889,0.0190972222222222,0.0980902777777778,0.286892361111111,0.00282118055555556,0.0451388888888889,0.000651041666666667,0.00173611111111111,0.00651041666666667,0.00217013888888889,0.0138888888888889,0.00130208333333333,0.268880208333333,0.203125,0.000217013888888889,0.025390625,0.0473090277777778
"127","D_0__Bacteria;D_1__Proteobacteria;D_2__Gammaproteobacteria;D_3__Betaproteobacteriales;D_4__Chromobacteriaceae",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000868055555555556,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"128","D_0__Bacteria;D_1__Proteobacteria;D_2__Gammaproteobacteria;D_3__Betaproteobacteriales;D_4__Methylophilaceae",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00130208333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"129","D_0__Bacteria;D_1__Proteobacteria;D_2__Gammaproteobacteria;D_3__Betaproteobacteriales;D_4__Neisseriaceae",0,0.0162760416666667,0.000651041666666667,0.00238715277777778,0,0,0,0,0,0,0.000434027777777778,0.000868055555555556,0,0,0,0,0,0.000868055555555556,0,0.000651041666666667,0,0,0,0,0.000217013888888889,0,0,0,0,0,0,0,0,0,0,0,0.00282118055555556,0,0.00151909722222222,0,0,0,0,0.000217013888888889,0,0,0,0
"130","D_0__Bacteria;D_1__Proteobacteria;D_2__Gammaproteobacteria;D_3__Betaproteobacteriales;D_4__Rhodocyclaceae",0,0,0,0,0,0,0,0,0,0,0,0.005859375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"131","D_0__Bacteria;D_1__Proteobacteria;D_2__Gammaproteobacteria;D_3__Betaproteobacteriales;D_4__SC-I-84",0,0,0,0,0,0,0,0.000217013888888889,0.00368923611111111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00368923611111111,0,0,0
"132","D_0__Bacteria;D_1__Proteobacteria;D_2__Gammaproteobacteria;D_3__Cardiobacteriales;D_4__Wohlfahrtiimonadaceae",0,0,0,0,0,0.000868055555555556,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00347222222222222,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"133","D_0__Bacteria;D_1__Proteobacteria;D_2__Gammaproteobacteria;D_3__Cellvibrionales;D_4__Cellvibrionaceae",0,0,0,0,0.000868055555555556,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000217013888888889,0.000217013888888889,0,0,0,0,0,0,0,0,0,0,0,0,0.000217013888888889,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000868055555555556
"134","D_0__Bacteria;D_1__Proteobacteria;D_2__Gammaproteobacteria;D_3__Diplorickettsiales;D_4__Diplorickettsiaceae",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000868055555555556,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00130208333333333,0
"135","D_0__Bacteria;D_1__Proteobacteria;D_2__Gammaproteobacteria;D_3__Enterobacteriales;D_4__Enterobacteriaceae",0.0501302083333333,0.0171440972222222,0.0299479166666667,0.0540364583333333,0.0290798611111111,0.0154079861111111,0.0746527777777778,0.174696180555556,0.0713975694444444,0.00390625,0.009765625,0.0713975694444444,0.00564236111111111,0.00130208333333333,0.00303819444444444,0.924045138888889,0.00455729166666667,0.00607638888888889,0.0926649305555556,0.0301649305555556,0.0151909722222222,0.0119357638888889,0.00542534722222222,0.00325520833333333,0.00151909722222222,0.0342881944444444,0.0579427083333333,0.00108506944444444,0.336154513888889,0.0570746527777778,0.000651041666666667,0.00434027777777778,0.0264756944444444,0.0336371527777778,0.0516493055555556,0.00846354166666667,0.0831163194444444,0.0173611111111111,0.00368923611111111,0.0264756944444444,0.00802951388888889,0.0158420138888889,0.00173611111111111,0.0620659722222222,0.207248263888889,0.921657986111111,0.0249565972222222,0.0308159722222222
"136","D_0__Bacteria;D_1__Proteobacteria;D_2__Gammaproteobacteria;D_3__Legionellales;D_4__Legionellaceae",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00173611111111111,0,0,0,0,0,0,0,0,0,0.000217013888888889,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
