"","X","B3","X18","X42","X22","X9","B1","X10","B8","X20","B7","C","X39","B11","X4","B10","X29","X2","B9","X19","B5","X33","X16","X40","D","X1","X17","B6","X3","X27","X12","X15","B4","X7","B2","X26","X13","X34","X32","X36","X35","X6","X5","X37","X23","B","X11","X28","X24"
"41","D_0__Bacteria;D_1__Actinobacteria;D_2__Thermoleophilia;D_3__Solirubrobacterales;D_4__67-14",0,0,0,0,0.000217013888888889,0,0,0.000651041666666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000217013888888889,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000434027777777778
"42","D_0__Bacteria;D_1__Actinobacteria;D_2__Thermoleophilia;D_3__Solirubrobacterales;D_4__Solirubrobacteraceae",0,0,0,0,0,0.000217013888888889,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000651041666666667,0,0,0,0,0,0,0,0,0,0,0,0.000868055555555556,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000217013888888889
"43","D_0__Bacteria;D_1__Actinobacteria;D_2__Thermoleophilia;D_3__Solirubrobacterales;NA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000217013888888889,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"44","D_0__Bacteria;D_1__Armatimonadetes;D_2__uncultured;D_3__unculturedbacterium;D_4__unculturedbacterium",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00151909722222222,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"45","D_0__Bacteria;D_1__Bacteroidetes;D_2__Bacteroidia;D_3__Bacteroidales;D_4__Bacteroidaceae",0,0.005859375,0.000651041666666667,0,0,0.000217013888888889,0,0,0,0.000217013888888889,0.00151909722222222,0,0.00130208333333333,0,0,0,0,0,0,0.00173611111111111,0,0,0,0,0.000868055555555556,0.00325520833333333,0.0132378472222222,0,0.00303819444444444,0.00347222222222222,0,0,0.00217013888888889,0.00303819444444444,0.00390625,0,0,0.00108506944444444,0,0.00694444444444444,0,0,0,0.00325520833333333,0,0,0.00260416666666667,0
"46","D_0__Bacteria;D_1__Bacteroidetes;D_2__Bacteroidia;D_3__Bacteroidales;D_4__Dysgonomonadaceae",0,0,0.00173611111111111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"47","D_0__Bacteria;D_1__Bacteroidetes;D_2__Bacteroidia;D_3__Bacteroidales;D_4__Muribaculaceae",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00412326388888889,0,0,0,0,0,0.00130208333333333,0,0,0,0,0.000434027777777778,0,0,0,0,0,0,0
"48","D_0__Bacteria;D_1__Bacteroidetes;D_2__Bacteroidia;D_3__Bacteroidales;D_4__Paludibacteraceae",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00108506944444444,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"49","D_0__Bacteria;D_1__Bacteroidetes;D_2__Bacteroidia;D_3__Bacteroidales;D_4__Prevotellaceae",0,0,0,0,0,0,0.00412326388888889,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00130208333333333,0.000651041666666667,0,0,0,0.00282118055555556,0,0,0,0,0,0.000217013888888889,0,0.00108506944444444,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"50","D_0__Bacteria;D_1__Bacteroidetes;D_2__Bacteroidia;D_3__Bacteroidales;D_4__Tannerellaceae",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00151909722222222,0,0,0,0,0,0,0,0,0,0.000651041666666667,0,0,0,0.000434027777777778,0,0,0,0,0
"51","D_0__Bacteria;D_1__Bacteroidetes;D_2__Bacteroidia;D_3__Chitinophagales;D_4__Chitinophagaceae",0,0,0,0,0.00217013888888889,0.00282118055555556,0,0,0,0,0,0,0.00130208333333333,0,0,0,0,0,0,0.00260416666666667,0.00390625,0,0,0,0,0,0,0,0,0.00173611111111111,0,0,0,0.00173611111111111,0.001953125,0,0,0,0,0,0,0,0,0.001953125,0,0,0,0.00238715277777778
"52","D_0__Bacteria;D_1__Bacteroidetes;D_2__Bacteroidia;D_3__Cytophagales;D_4__Hymenobacteraceae",0,0,0.000217013888888889,0,0.00282118055555556,0.001953125,0.0134548611111111,0.00434027777777778,0.00933159722222222,0,0,0,0.00108506944444444,0,0,0,0,0,0,0.00390625,0.00325520833333333,0.00151909722222222,0.000217013888888889,0,0,0,0,0,0.00108506944444444,0.009765625,0,0,0,0.0110677083333333,0,0,0,0,0,0,0,0,0,0,0.0106336805555556,0,0,0.00303819444444444
"53","D_0__Bacteria;D_1__Bacteroidetes;D_2__Bacteroidia;D_3__Cytophagales;D_4__Microscillaceae",0,0.000217013888888889,0,0,0,0,0,0.000217013888888889,0,0,0,0.000217013888888889,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00260416666666667,0,0,0,0,0,0,0,0,0,0.000434027777777778,0,0,0,0,0,0,0,0
"54","D_0__Bacteria;D_1__Bacteroidetes;D_2__Bacteroidia;D_3__Cytophagales;D_4__Spirosomaceae",0.000434027777777778,0,0,0,0.000651041666666667,0.001953125,0.00368923611111111,0,0.00499131944444444,0,0,0.00629340277777778,0.000434027777777778,0,0,0,0,0,0,0.00238715277777778,0.000434027777777778,0,0.000868055555555556,0,0,0,0.00217013888888889,0,0,0.00737847222222222,0,0,0,0,0.000217013888888889,0,0,0,0,0,0,0,0,0.000651041666666667,0.00607638888888889,0,0,0.000434027777777778
"55","D_0__Bacteria;D_1__Bacteroidetes;D_2__Bacteroidia;D_3__Flavobacteriales;D_4__Flavobacteriaceae",0,0.00238715277777778,0,0,0.00217013888888889,0.000434027777777778,0.000434027777777778,0,0,0,0,0.0138888888888889,0,0,0,0,0,0.00130208333333333,0,0.00130208333333333,0.000434027777777778,0,0,0,0,0,0.00108506944444444,0,0,0.00434027777777778,0,0,0.000651041666666667,0.00477430555555556,0.000651041666666667,0,0.00108506944444444,0,0,0.00130208333333333,0,0,0,0.000651041666666667,0,0,0.000651041666666667,0.001953125
"56","D_0__Bacteria;D_1__Bacteroidetes;D_2__Bacteroidia;D_3__Flavobacteriales;D_4__Weeksellaceae",0.00238715277777778,0,0.00238715277777778,0.00434027777777778,0.00889756944444444,0.00347222222222222,0.0308159722222222,0.00455729166666667,0.0286458333333333,0,0,0.00347222222222222,0.00846354166666667,0,0,0.00108506944444444,0,0.001953125,0.009765625,0.00325520833333333,0.0319010416666667,0.001953125,0.00282118055555556,0,0,0.00173611111111111,0.00325520833333333,0.000217013888888889,0.00151909722222222,0.0119357638888889,0,0.000434027777777778,0.00347222222222222,0.0297309027777778,0.00651041666666667,0,0.0134548611111111,0,0,0.000434027777777778,0,0,0,0.00672743055555556,0.0249565972222222,0.000434027777777778,0.00477430555555556,0.00737847222222222
"57","D_0__Bacteria;D_1__Bacteroidetes;D_2__Bacteroidia;D_3__Sphingobacteriales;D_4__env.OPS17",0,0,0,0,0,0,0,0,0,0,0,0.00282118055555556,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"58","D_0__Bacteria;D_1__Bacteroidetes;D_2__Bacteroidia;D_3__Sphingobacteriales;D_4__Sphingobacteriaceae",0.00130208333333333,0,0,0.001953125,0.0138888888888889,0.00998263888888889,0.015625,0.00303819444444444,0.0394965277777778,0,0,0.0143229166666667,0.000651041666666667,0,0,0,0,0.00173611111111111,0.0101996527777778,0.00520833333333333,0.0340711805555556,0.000868055555555556,0.00108506944444444,0,0.000217013888888889,0,0.00455729166666667,0.000651041666666667,0.00151909722222222,0.00716145833333333,0,0.000434027777777778,0.00108506944444444,0.00868055555555556,0.00260416666666667,0,0.00716145833333333,0,0,0,0,0,0,0.00173611111111111,0.0342881944444444,0,0.00108506944444444,0.0130208333333333
"59","D_0__Bacteria;D_1__Bacteroidetes;D_2__Rhodothermia;D_3__Rhodothermales;D_4__Rhodothermaceae",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00108506944444444,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"60","D_0__Bacteria;D_1__Chlamydiae;D_2__Chlamydiae;D_3__Chlamydiales;D_4__Simkaniaceae",0,0,0,0,0,0,0,0.000868055555555556,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"61","D_0__Bacteria;D_1__Chloroflexi;D_2__Anaerolineae;D_3__RBG-13-54-9;Ambiguous_taxa",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000434027777777778,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"62","D_0__Bacteria;D_1__Chloroflexi;D_2__Chloroflexia;D_3__Chloroflexales;D_4__Chloroflexaceae",0,0,0,0,0,0,0.00390625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"63","D_0__Bacteria;D_1__Chloroflexi;D_2__Gitt-GS-136;D_3__unculturedbacterium;D_4__unculturedbacterium",0.00130208333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"64","D_0__Bacteria;D_1__Chloroflexi;D_2__KD4-96;D_3__unculturedbacterium;D_4__unculturedbacterium",0,0,0,0,0.000217013888888889,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000868055555555556
"65","D_0__Bacteria;D_1__Cyanobacteria;D_2__Sericytochromatia;Ambiguous_taxa;Ambiguous_taxa",0,0,0,0.00347222222222222,0,0,0,0,0,0,0,0.00368923611111111,0,0,0,0,0,0.000434027777777778,0,0,0.000434027777777778,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000651041666666667,0,0,0,0,0,0,0,0,0.000434027777777778,0,0,0,0
"66","D_0__Bacteria;D_1__Deinococcus-Thermus;D_2__Deinococci;D_3__Deinococcales;D_4__Deinococcaceae",0.00151909722222222,0.001953125,0.00173611111111111,0,0,0,0.0373263888888889,0,0,0,0,0.001953125,0.00130208333333333,0,0,0.000217013888888889,0,0,0,0,0.0125868055555556,0.000434027777777778,0,0,0,0.000434027777777778,0,0,0,0,0,0,0.000868055555555556,0,0.00151909722222222,0,0.000217013888888889,0,0,0,0,0,0,0.00108506944444444,0,0.000217013888888889,0.00238715277777778,0
"67","D_0__Bacteria;D_1__Deinococcus-Thermus;D_2__Deinococci;D_3__Deinococcales;D_4__Trueperaceae",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000434027777777778,0,0,0,0,0,0,0,0,0,0
"68","D_0__Bacteria;D_1__Dependentiae;D_2__Babeliae;D_3__Babeliales;D_4__Vermiphilaceae",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000651041666666667,0,0,0,0,0,0,0,0,0.000651041666666667,0,0,0,0
"69","D_0__Bacteria;D_1__Epsilonbacteraeota;D_2__Campylobacteria;D_3__Campylobacterales;D_4__Campylobacteraceae",0.439670138888889,0,0,0,0.00108506944444444,0.857421875,0.00694444444444444,0.677517361111111,0,0.887369791666667,0,0,0.858072916666667,0.000217013888888889,0.253038194444444,0.00368923611111111,0,0.873046875,0.000868055555555556,0.725260416666667,0.00889756944444444,0,0.060546875,0,0,0.00108506944444444,0.601128472222222,0,0.03125,0.0325520833333333,0.000217013888888889,0.941623263888889,0.000217013888888889,0.511284722222222,0,0,0,0.0568576388888889,0.001953125,0,0,0.0101996527777778,0,0,0,0.00347222222222222,0.000217013888888889,0
"70","D_0__Bacteria;D_1__Epsilonbacteraeota;D_2__Campylobacteria;D_3__Campylobacterales;D_4__Helicobacteraceae",0,0.000217013888888889,0.00607638888888889,0.65625,0.7578125,0,0,0.0104166666666667,0,0,0,0,0.000217013888888889,0,0,0.000217013888888889,0,0,0,0,0,0,0.553602430555556,0,0.252821180555556,0,0,0.0230034722222222,0.3359375,0.369791666666667,0,0,0.722005208333333,0.0505642361111111,0.00542534722222222,0,0,0,0.00282118055555556,0,0,0,0.000217013888888889,0.00824652777777778,0.000434027777777778,0,0.715060763888889,0.764756944444444
"71","D_0__Bacteria;D_1__FBP;Ambiguous_taxa;Ambiguous_taxa;Ambiguous_taxa",0,0,0,0,0.000217013888888889,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000217013888888889
"72","D_0__Bacteria;D_1__FBP;D_2__unculturedbacterium;D_3__unculturedbacterium;D_4__unculturedbacterium",0,0,0,0,0,0,0.00325520833333333,0,0.00130208333333333,0,0,0,0,0,0,0,0,0,0,0,0.00130208333333333,0,0.000651041666666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00108506944444444,0,0,0
"73","D_0__Bacteria;D_1__Firmicutes;D_2__Bacilli;D_3__Bacillales;D_4__Alicyclobacillaceae",0.000434027777777778,0.00694444444444444,0.000868055555555556,0,0.00217013888888889,0.00173611111111111,0.00651041666666667,0.00238715277777778,0.0234375,0.00130208333333333,0.00368923611111111,0.009765625,0.00130208333333333,0,0.000217013888888889,0.000217013888888889,0,0.00238715277777778,0.009765625,0.00455729166666667,0.00824652777777778,0.00173611111111111,0.00151909722222222,0,0.000868055555555556,0.00368923611111111,0.00260416666666667,0.000217013888888889,0.00282118055555556,0.00933159722222222,0.000217013888888889,0.000217013888888889,0.000434027777777778,0.00542534722222222,0.00151909722222222,0.000651041666666667,0.0104166666666667,0.00217013888888889,0.00238715277777778,0.00412326388888889,0.00802951388888889,0.00347222222222222,0.000651041666666667,0.00217013888888889,0.00347222222222222,0.000217013888888889,0.000217013888888889,0.00217013888888889
"74","D_0__Bacteria;D_1__Firmicutes;D_2__Bacilli;D_3__Bacillales;D_4__Bacillaceae",0.00499131944444444,0.0115017361111111,0.00347222222222222,0.0106336805555556,0.00499131944444444,0.00303819444444444,0.00889756944444444,0.00911458333333333,0.0217013888888889,0.000217013888888889,0.00737847222222222,0.0963541666666667,0.00477430555555556,0,0.000434027777777778,0.00368923611111111,0.00238715277777778,0.001953125,0.00260416666666667,0.0145399305555556,0.0121527777777778,0.0104166666666667,0.000434027777777778,0,0.000434027777777778,0.005859375,0.0182291666666667,0.00151909722222222,0.01953125,0.0190972222222222,0,0.00303819444444444,0.0154079861111111,0.00303819444444444,0.00694444444444444,0.000434027777777778,0.00434027777777778,0.00347222222222222,0.00151909722222222,0.0141059027777778,0.02734375,0.00303819444444444,0.000651041666666667,0.00716145833333333,0.0217013888888889,0.00325520833333333,0.0223524305555556,0.00607638888888889
"75","D_0__Bacteria;D_1__Firmicutes;D_2__Bacilli;D_3__Bacillales;D_4__FamilyXI",0.000217013888888889,0.00824652777777778,0,0,0,0,0,0,0,0,0.000434027777777778,0,0.000217013888888889,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000434027777777778,0,0,0,0,0,0,0,0,0.000434027777777778,0,0,0,0,0.000651041666666667,0
"76","D_0__Bacteria;D_1__Firmicutes;D_2__Bacilli;D_3__Bacillales;D_4__Paenibacillaceae",0.000434027777777778,0,0,0,0.00173611111111111,0,0,0,0.00455729166666667,0,0,0,0.000434027777777778,0,0,0,0,0.000217013888888889,0,0.000217013888888889,0.00173611111111111,0.000434027777777778,0,0,0,0,0,0,0.00108506944444444,0,0,0.000217013888888889,0.00282118055555556,0,0.000651041666666667,0,0,0,0.000217013888888889,0,0,0,0,0.000651041666666667,0.00347222222222222,0,0.00499131944444444,0.00303819444444444
"77","D_0__Bacteria;D_1__Firmicutes;D_2__Bacilli;D_3__Bacillales;D_4__Planococcaceae",0,0.00477430555555556,0,0.0249565972222222,0.00303819444444444,0,0.00759548611111111,0.000217013888888889,0.0197482638888889,0,0,0.00759548611111111,0.000434027777777778,0,0.000434027777777778,0,0,0,0,0.000217013888888889,0.0384114583333333,0.000868055555555556,0.000651041666666667,0.000217013888888889,0.000217013888888889,0,0.00434027777777778,0,0.00108506944444444,0.001953125,0,0.000217013888888889,0.00173611111111111,0.00238715277777778,0.00672743055555556,0,0.00130208333333333,0,0.00217013888888889,0.00954861111111111,0,0,0,0.00868055555555556,0.0190972222222222,0,0.00368923611111111,0.00282118055555556
"78","D_0__Bacteria;D_1__Firmicutes;D_2__Bacilli;D_3__Bacillales;D_4__Staphylococcaceae",0.000217013888888889,0.000217013888888889,0.000217013888888889,0,0,0.000217013888888889,0,0,0,0,0,0.000651041666666667,0,0,0,0,0,0.000217013888888889,0,0.00108506944444444,0,0,0.000217013888888889,0,0.00108506944444444,0,0.000217013888888889,0.000217013888888889,0.00151909722222222,0.001953125,0.000217013888888889,0.000651041666666667,0.000217013888888889,0,0.000217013888888889,0,0,0,0,0.000217013888888889,0,0,0.000217013888888889,0.000434027777777778,0,0,0.000434027777777778,0
"79","D_0__Bacteria;D_1__Firmicutes;D_2__Bacilli;D_3__Lactobacillales;D_4__Aerococcaceae",0,0,0,0,0,0,0,0,0.00520833333333333,0,0,0,0,0,0,0,0,0,0,0.000434027777777778,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000434027777777778,0,0,0,0,0,0,0,0,0,0,0.00520833333333333,0,0,0
"80","D_0__Bacteria;D_1__Firmicutes;D_2__Bacilli;D_3__Lactobacillales;D_4__Carnobacteriaceae",0.00607638888888889,0.00390625,0,0,0.00108506944444444,0,0.0379774305555556,0.000868055555555556,0.00303819444444444,0,0,0.000868055555555556,0.000434027777777778,0,0,0.000217013888888889,0,0.000651041666666667,0,0,0.0184461805555556,0.00238715277777778,0.00173611111111111,0,0,0.00151909722222222,0,0,0.000868055555555556,0,0,0.000651041666666667,0.00217013888888889,0,0.00651041666666667,0,0.00868055555555555,0,0,0.000868055555555556,0,0.000217013888888889,0,0.00629340277777778,0.00390625,0,0.00217013888888889,0.00173611111111111
"81","D_0__Bacteria;D_1__Firmicutes;D_2__Bacilli;D_3__Lactobacillales;D_4__Enterococcaceae",0.298177083333333,0.285373263888889,0.788411458333333,0.0104166666666667,0.00412326388888889,0.000217013888888889,0.048828125,0.00282118055555556,0.02734375,0.00911458333333333,0.833333333333333,0.124782986111111,0.0282118055555556,0.909288194444445,0.317057291666667,0.0240885416666667,0.929470486111111,0.00933159722222222,0.0223524305555556,0.00607638888888889,0.373480902777778,0.660807291666667,0.315538194444444,0.993923611111111,0.386284722222222,0.501302083333333,0.00759548611111111,0.778211805555556,0.00889756944444444,0.00520833333333333,0.530815972222222,0.00477430555555556,0.0323350694444444,0.00607638888888889,0.0655381944444444,0.624131944444444,0.520182291666667,0.0631510416666667,0.652777777777778,0.267361111111111,0.692274305555556,0.435763888888889,0.531901041666667,0.0616319444444444,0.0262586805555556,0.0234375,0.0275607638888889,0.00325520833333333
"82","D_0__Bacteria;D_1__Firmicutes;D_2__Bacilli;D_3__Lactobacillales;D_4__Lactobacillaceae",0.0238715277777778,0.323567708333333,0.000217013888888889,0.00347222222222222,0.00217013888888889,0,0.0132378472222222,0.00130208333333333,0,0.001953125,0.0225694444444444,0.0078125,0.0275607638888889,0.0863715277777778,0.382161458333333,0.0334201388888889,0.0466579861111111,0.0106336805555556,0.0850694444444444,0.0210503472222222,0.0349392361111111,0.154079861111111,0.009765625,0,0.333550347222222,0.00390625,0,0.181423611111111,0,0.000434027777777778,0.457682291666667,0.00130208333333333,0,0.00325520833333333,0.00238715277777778,0.254774305555556,0.01953125,0.394965277777778,0.273220486111111,0.4296875,0.0364583333333333,0.423394097222222,0.442491319444444,0.00151909722222222,0,0.0394965277777778,0,0.000434027777777778
"83","D_0__Bacteria;D_1__Firmicutes;D_2__Bacilli;D_3__Lactobacillales;D_4__Leuconostocaceae",0.00130208333333333,0.00303819444444444,0.00217013888888889,0.000217013888888889,0.000651041666666667,0.000217013888888889,0,0,0,0,0.000217013888888889,0.0345052083333333,0.00108506944444444,0,0.000217013888888889,0.000217013888888889,0.000217013888888889,0.000217013888888889,0.00651041666666667,0.000868055555555556,0.00802951388888889,0.000868055555555556,0,0,0,0.00759548611111111,0.00130208333333333,0,0.00520833333333333,0,0,0.000434027777777778,0.000651041666666667,0,0.00455729166666667,0,0.00499131944444444,0,0,0,0,0,0,0.00412326388888889,0.000217013888888889,0,0,0.000434027777777778
"84","D_0__Bacteria;D_1__Firmicutes;D_2__Bacilli;D_3__Lactobacillales;D_4__Streptococcaceae",0.00889756944444444,0.0930989583333333,0.0271267361111111,0.0258246527777778,0.00737847222222222,0.00260416666666667,0.0388454861111111,0.00130208333333333,0.0186631944444444,0.00434027777777778,0.0108506944444444,0.0101996527777778,0.00998263888888889,0,0.000434027777777778,0.00130208333333333,0.000868055555555556,0.005859375,0.044921875,0.005859375,0.0210503472222222,0.00217013888888889,0.000651041666666667,0,0.00108506944444444,0.00911458333333333,0.0232204861111111,0.000217013888888889,0.00282118055555556,0.00520833333333333,0.000217013888888889,0.00108506944444444,0.00868055555555556,0.00737847222222222,0.0173611111111111,0.00238715277777778,0.00629340277777778,0.00629340277777778,0.00347222222222222,0.0327690972222222,0.00238715277777778,0.00282118055555556,0.000217013888888889,0.0184461805555556,0.017578125,0.000217013888888889,0.00499131944444444,0.00651041666666667
"85","D_0__Bacteria;D_1__Firmicutes;D_2__Clostridia;D_3__Clostridiales;D_4__Clostridiaceae1",0.00303819444444444,0.0138888888888889,0.0110677083333333,0,0.00173611111111111,0.00238715277777778,0.00282118055555556,0.00390625,0,0.00108506944444444,0.00282118055555556,0,0.000868055555555556,0,0.001953125,0.000434027777777778,0.001953125,0,0.0290798611111111,0.00303819444444444,0,0.000868055555555556,0.00282118055555556,0,0.00412326388888889,0.00520833333333333,0,0.00824652777777778,0.00325520833333333,0.00347222222222222,0.00434027777777778,0,0.00282118055555556,0.0169270833333333,0,0.000868055555555556,0,0.0234375,0.001953125,0.037109375,0.122829861111111,0.00672743055555556,0,0,0,0.000868055555555556,0.00434027777777778,0.00151909722222222
"86","D_0__Bacteria;D_1__Firmicutes;D_2__Clostridia;D_3__Clostridiales;D_4__Eubacteriaceae",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000434027777777778,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"87","D_0__Bacteria;D_1__Firmicutes;D_2__Clostridia;D_3__Clostridiales;D_4__FamilyXI",0.000651041666666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00260416666666667,0,0,0,0,0,0.000651041666666667,0.000434027777777778,0,0,0,0,0,0,0.001953125,0
"88","D_0__Bacteria;D_1__Firmicutes;D_2__Clostridia;D_3__Clostridiales;D_4__Lachnospiraceae",0.00651041666666667,0.00716145833333333,0.0238715277777778,0.015625,0.00412326388888889,0.00607638888888889,0.091796875,0.00564236111111111,0.0501302083333333,0.00282118055555556,0.0167100694444444,0.0210503472222222,0.00173611111111111,0.000651041666666667,0.000868055555555556,0.00130208333333333,0.001953125,0.00759548611111111,0.0848524305555556,0.0138888888888889,0.009765625,0.00368923611111111,0.00434027777777778,0.000217013888888889,0.00130208333333333,0.0310329861111111,0.048828125,0.000217013888888889,0.00868055555555556,0.0375434027777778,0,0.00694444444444444,0.0186631944444444,0.0132378472222222,0.021484375,0.0123697916666667,0.0251736111111111,0.0112847222222222,0.001953125,0.0479600694444444,0.0078125,0.00217013888888889,0.00434027777777778,0.0173611111111111,0.0438368055555556,0.000868055555555556,0.0210503472222222,0.00455729166666667
"89","D_0__Bacteria;D_1__Firmicutes;D_2__Clostridia;D_3__Clostridiales;D_4__Peptococcaceae",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000434027777777778,0,0,0,0,0,0
"90","D_0__Bacteria;D_1__Firmicutes;D_2__Clostridia;D_3__Clostridiales;D_4__Peptostreptococcaceae",0.00108506944444444,0,0.00412326388888889,0,0,0.000651041666666667,0.005859375,0.000217013888888889,0,0.000217013888888889,0.00260416666666667,0.00390625,0.000217013888888889,0,0,0,0.000217013888888889,0.000434027777777778,0,0,0.00130208333333333,0,0.00108506944444444,0,0.000651041666666667,0,0,0,0.000434027777777778,0,0,0,0.00694444444444444,0.00130208333333333,0,0.00130208333333333,0.00824652777777778,0.000434027777777778,0,0,0,0,0,0,0,0,0.00607638888888889,0
"91","D_0__Bacteria;D_1__Firmicutes;D_2__Clostridia;D_3__Clostridiales;D_4__Ruminococcaceae",0.00260416666666667,0.00260416666666667,0.00303819444444444,0.00672743055555556,0.000434027777777778,0,0.001953125,0.00303819444444444,0.0303819444444444,0.000217013888888889,0.00260416666666667,0.00260416666666667,0,0,0,0.000217013888888889,0.000651041666666667,0.000434027777777778,0.0303819444444444,0.000868055555555556,0.00130208333333333,0.00108506944444444,0.000217013888888889,0,0.00303819444444444,0.00499131944444444,0.00651041666666667,0,0,0.005859375,0,0.000434027777777778,0,0.00368923611111111,0.000434027777777778,0.00108506944444444,0.00542534722222222,0.00260416666666667,0.000868055555555556,0.00325520833333333,0.000868055555555556,0.00173611111111111,0.000868055555555556,0.000217013888888889,0.01953125,0.000434027777777778,0,0.00108506944444444
"92","D_0__Bacteria;D_1__Firmicutes;D_2__Erysipelotrichia;D_3__Erysipelotrichales;D_4__Erysipelotrichaceae",0.00282118055555556,0,0,0,0,0,0,0,0.00629340277777778,0,0,0,0,0,0,0,0,0,0.0598958333333333,0.00238715277777778,0.001953125,0,0,0,0,0.00238715277777778,0.001953125,0,0,0,0,0,0.000651041666666667,0,0.00368923611111111,0.00108506944444444,0,0.000651041666666667,0,0,0,0.000217013888888889,0.00130208333333333,0.00412326388888889,0.00564236111111111,0,0.00108506944444444,0
"93","D_0__Bacteria;D_1__Firmicutes;D_2__Negativicutes;D_3__Selenomonadales;D_4__Acidaminococcaceae",0,0,0,0,0,0,0,0,0,0.000217013888888889,0,0,0,0,0,0,0,0,0,0.000651041666666667,0,0.000651041666666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
